model_name,lang,condition,word_at_1,word_at_5,pred_punct_rate,pred_stop_rate,N,run_seed,run_model
bert-base-multilingual-cased,de_gsd,FullyScrambled,0.0025,0.02,0.2325,0.0875,400,123,bert-base-multilingual-cased
bert-base-multilingual-cased,de_gsd,FullyScrambled+Lemma,0.0025,0.0125,0.23,0.1125,400,123,bert-base-multilingual-cased
bert-base-multilingual-cased,de_gsd,HeadScrambled,0.0825,0.1625,0.1,0.095,400,123,bert-base-multilingual-cased
bert-base-multilingual-cased,de_gsd,Original,0.1575,0.28,0.045,0.055,400,123,bert-base-multilingual-cased
bert-base-multilingual-cased,de_gsd,Original+Lemma,0.0825,0.155,0.1025,0.0725,400,123,bert-base-multilingual-cased
bert-base-multilingual-cased,de_gsd,PartiallyScrambled,0.1025,0.1825,0.08,0.0525,400,123,bert-base-multilingual-cased
bert-base-multilingual-cased,de_gsd,PartiallyScrambled+Lemma,0.05,0.0925,0.105,0.0925,400,123,bert-base-multilingual-cased
bert-base-multilingual-cased,en_ewt,FullyScrambled,0.00821917808219178,0.019178082191780823,0.2602739726027397,0.13972602739726028,365,123,bert-base-multilingual-cased
bert-base-multilingual-cased,en_ewt,FullyScrambled+Lemma,0.00821917808219178,0.024657534246575342,0.2273972602739726,0.18356164383561643,365,123,bert-base-multilingual-cased
bert-base-multilingual-cased,en_ewt,HeadScrambled,0.06027397260273973,0.13150684931506848,0.13972602739726028,0.1589041095890411,365,123,bert-base-multilingual-cased
bert-base-multilingual-cased,en_ewt,Original,0.2054794520547945,0.3972602739726027,0.04657534246575343,0.08767123287671233,365,123,bert-base-multilingual-cased
bert-base-multilingual-cased,en_ewt,Original+Lemma,0.12602739726027398,0.29315068493150687,0.0684931506849315,0.13150684931506848,365,123,bert-base-multilingual-cased
bert-base-multilingual-cased,en_ewt,PartiallyScrambled,0.1095890410958904,0.2328767123287671,0.09863013698630137,0.12876712328767123,365,123,bert-base-multilingual-cased
bert-base-multilingual-cased,en_ewt,PartiallyScrambled+Lemma,0.06027397260273973,0.1780821917808219,0.08493150684931507,0.1863013698630137,365,123,bert-base-multilingual-cased
bert-base-multilingual-cased,es_ancora,FullyScrambled,0.002506265664160401,0.03007518796992481,0.17543859649122806,0.19799498746867167,399,123,bert-base-multilingual-cased
bert-base-multilingual-cased,es_ancora,FullyScrambled+Lemma,0.010025062656641603,0.03508771929824561,0.19047619047619047,0.23558897243107768,399,123,bert-base-multilingual-cased
bert-base-multilingual-cased,es_ancora,HeadScrambled,0.07518796992481203,0.17293233082706766,0.09022556390977443,0.14786967418546365,399,123,bert-base-multilingual-cased
bert-base-multilingual-cased,es_ancora,Original,0.2506265664160401,0.42105263157894735,0.042606516290726815,0.08270676691729323,399,123,bert-base-multilingual-cased
bert-base-multilingual-cased,es_ancora,Original+Lemma,0.17293233082706766,0.2731829573934837,0.03508771929824561,0.10275689223057644,399,123,bert-base-multilingual-cased
bert-base-multilingual-cased,es_ancora,PartiallyScrambled,0.15288220551378445,0.2731829573934837,0.07769423558897243,0.12531328320802004,399,123,bert-base-multilingual-cased
bert-base-multilingual-cased,es_ancora,PartiallyScrambled+Lemma,0.09273182957393483,0.16791979949874686,0.07518796992481203,0.14536340852130325,399,123,bert-base-multilingual-cased
bert-base-multilingual-cased,ru_syntagrus,FullyScrambled,0.0,0.012690355329949238,0.1649746192893401,0.050761421319796954,394,123,bert-base-multilingual-cased
bert-base-multilingual-cased,ru_syntagrus,FullyScrambled+Lemma,0.007614213197969543,0.017766497461928935,0.17766497461928935,0.04060913705583756,394,123,bert-base-multilingual-cased
bert-base-multilingual-cased,ru_syntagrus,HeadScrambled,0.06345177664974619,0.1116751269035533,0.09390862944162437,0.0583756345177665,394,123,bert-base-multilingual-cased
bert-base-multilingual-cased,ru_syntagrus,Original,0.23096446700507614,0.39593908629441626,0.025380710659898477,0.025380710659898477,394,123,bert-base-multilingual-cased
bert-base-multilingual-cased,ru_syntagrus,Original+Lemma,0.09390862944162437,0.1548223350253807,0.04060913705583756,0.04568527918781726,394,123,bert-base-multilingual-cased
bert-base-multilingual-cased,ru_syntagrus,PartiallyScrambled,0.10406091370558376,0.1700507614213198,0.0583756345177665,0.05583756345177665,394,123,bert-base-multilingual-cased
bert-base-multilingual-cased,ru_syntagrus,PartiallyScrambled+Lemma,0.04314720812182741,0.09898477157360407,0.07614213197969544,0.07614213197969544,394,123,bert-base-multilingual-cased
bert-base-multilingual-cased,tr_imst,FullyScrambled,0.00625,0.00625,0.15,0.03125,160,123,bert-base-multilingual-cased
bert-base-multilingual-cased,tr_imst,FullyScrambled+Lemma,0.00625,0.00625,0.29375,0.04375,160,123,bert-base-multilingual-cased
bert-base-multilingual-cased,tr_imst,HeadScrambled,0.00625,0.00625,0.0875,0.01875,160,123,bert-base-multilingual-cased
bert-base-multilingual-cased,tr_imst,Original,0.0125,0.04375,0.06875,0.03125,160,123,bert-base-multilingual-cased
bert-base-multilingual-cased,tr_imst,Original+Lemma,0.0125,0.0375,0.1375,0.0625,160,123,bert-base-multilingual-cased
bert-base-multilingual-cased,tr_imst,PartiallyScrambled,0.0,0.025,0.09375,0.03125,160,123,bert-base-multilingual-cased
bert-base-multilingual-cased,tr_imst,PartiallyScrambled+Lemma,0.00625,0.025,0.16875,0.0875,160,123,bert-base-multilingual-cased
bert-base-multilingual-cased,zh_gsd,FullyScrambled,0.0175,0.045,0.105,0.0,400,123,bert-base-multilingual-cased
bert-base-multilingual-cased,zh_gsd,FullyScrambled+Lemma,0.0175,0.0475,0.1075,0.0,400,123,bert-base-multilingual-cased
bert-base-multilingual-cased,zh_gsd,HeadScrambled,0.1225,0.26,0.0425,0.0,400,123,bert-base-multilingual-cased
bert-base-multilingual-cased,zh_gsd,Original,0.3825,0.58,0.02,0.0,400,123,bert-base-multilingual-cased
bert-base-multilingual-cased,zh_gsd,Original+Lemma,0.3775,0.575,0.0175,0.0,400,123,bert-base-multilingual-cased
bert-base-multilingual-cased,zh_gsd,PartiallyScrambled,0.185,0.3,0.0225,0.0,400,123,bert-base-multilingual-cased
bert-base-multilingual-cased,zh_gsd,PartiallyScrambled+Lemma,0.1825,0.2925,0.0225,0.0,400,123,bert-base-multilingual-cased
