model_name,lang,condition,word_at_1,word_at_5,pred_punct_rate,pred_stop_rate,N,run_seed,run_model
xlm-roberta-base,de_gsd,FullyScrambled,0.0125,0.0325,0.21,0.105,400,123,xlm-roberta-base
xlm-roberta-base,de_gsd,FullyScrambled+Lemma,0.015,0.03,0.2075,0.1275,400,123,xlm-roberta-base
xlm-roberta-base,de_gsd,HeadScrambled,0.145,0.2725,0.09,0.06,400,123,xlm-roberta-base
xlm-roberta-base,de_gsd,Original,0.3225,0.495,0.0875,0.0425,400,123,xlm-roberta-base
xlm-roberta-base,de_gsd,Original+Lemma,0.125,0.255,0.1125,0.07,400,123,xlm-roberta-base
xlm-roberta-base,de_gsd,PartiallyScrambled,0.1925,0.325,0.1075,0.0575,400,123,xlm-roberta-base
xlm-roberta-base,de_gsd,PartiallyScrambled+Lemma,0.075,0.165,0.12,0.11,400,123,xlm-roberta-base
xlm-roberta-base,en_ewt,FullyScrambled,0.01092896174863388,0.01912568306010929,0.19672131147540983,0.1994535519125683,366,123,xlm-roberta-base
xlm-roberta-base,en_ewt,FullyScrambled+Lemma,0.008152173913043478,0.019021739130434784,0.16576086956521738,0.22554347826086957,368,123,xlm-roberta-base
xlm-roberta-base,en_ewt,HeadScrambled,0.07377049180327869,0.15300546448087432,0.10655737704918032,0.12568306010928962,366,123,xlm-roberta-base
xlm-roberta-base,en_ewt,Original,0.2568306010928962,0.4644808743169399,0.08196721311475409,0.06284153005464481,366,123,xlm-roberta-base
xlm-roberta-base,en_ewt,Original+Lemma,0.17119565217391305,0.33695652173913043,0.10054347826086957,0.09782608695652174,368,123,xlm-roberta-base
xlm-roberta-base,en_ewt,PartiallyScrambled,0.14754098360655737,0.27595628415300544,0.09016393442622951,0.09836065573770492,366,123,xlm-roberta-base
xlm-roberta-base,en_ewt,PartiallyScrambled+Lemma,0.09239130434782608,0.19293478260869565,0.11141304347826086,0.14945652173913043,368,123,xlm-roberta-base
xlm-roberta-base,es_ancora,FullyScrambled,0.005012531328320802,0.045112781954887216,0.13784461152882205,0.3057644110275689,399,123,xlm-roberta-base
xlm-roberta-base,es_ancora,FullyScrambled+Lemma,0.005012531328320802,0.02506265664160401,0.12030075187969924,0.37343358395989973,399,123,xlm-roberta-base
