model_name,lang,condition,word_at_1,word_at_5,pred_punct_rate,pred_stop_rate,N
xlm-roberta-base,de_gsd,FullyScrambled,0.005263157894736842,0.0,0.12631578947368421,0.3078947368421053,380
xlm-roberta-base,de_gsd,FullyScrambled+Lemma,0.002631578947368421,0.0,0.11315789473684211,0.28157894736842104,380
xlm-roberta-base,de_gsd,HeadScrambled,0.07894736842105263,0.005263157894736842,0.09736842105263158,0.18421052631578946,380
xlm-roberta-base,de_gsd,Original,0.22894736842105262,0.010526315789473684,0.07894736842105263,0.17105263157894737,380
xlm-roberta-base,de_gsd,Original+Lemma,0.09473684210526316,0.007894736842105263,0.0868421052631579,0.2,380
xlm-roberta-base,de_gsd,PartiallyScrambled,0.06578947368421052,0.005263157894736842,0.11578947368421053,0.25526315789473686,380
xlm-roberta-base,de_gsd,PartiallyScrambled+Lemma,0.031578947368421054,0.005263157894736842,0.12368421052631579,0.28157894736842104,380
xlm-roberta-base,en_ewt,FullyScrambled,0.007894736842105263,0.0,0.07368421052631578,0.42105263157894735,380
xlm-roberta-base,en_ewt,FullyScrambled+Lemma,0.002631578947368421,0.0,0.05789473684210526,0.42105263157894735,380
xlm-roberta-base,en_ewt,HeadScrambled,0.07368421052631578,0.002631578947368421,0.08157894736842106,0.27631578947368424,380
xlm-roberta-base,en_ewt,Original,0.24210526315789474,0.010526315789473684,0.04736842105263158,0.19473684210526315,380
xlm-roberta-base,en_ewt,Original+Lemma,0.15526315789473685,0.005263157894736842,0.05263157894736842,0.23157894736842105,380
xlm-roberta-base,en_ewt,PartiallyScrambled,0.10526315789473684,0.005263157894736842,0.06842105263157895,0.3131578947368421,380
xlm-roberta-base,en_ewt,PartiallyScrambled+Lemma,0.07631578947368421,0.007894736842105263,0.05526315789473684,0.30526315789473685,380
xlm-roberta-base,es_ancora,FullyScrambled,0.007894736842105263,0.0,0.09210526315789473,0.45,380
xlm-roberta-base,es_ancora,FullyScrambled+Lemma,0.002631578947368421,0.0,0.09473684210526316,0.49473684210526314,380
xlm-roberta-base,es_ancora,HeadScrambled,0.08421052631578947,0.002631578947368421,0.0868421052631579,0.3157894736842105,380
xlm-roberta-base,es_ancora,Original,0.28421052631578947,0.02894736842105263,0.04736842105263158,0.15789473684210525,380
xlm-roberta-base,es_ancora,Original+Lemma,0.14210526315789473,0.007894736842105263,0.05789473684210526,0.22105263157894736,380
xlm-roberta-base,es_ancora,PartiallyScrambled,0.14736842105263157,0.018421052631578946,0.06315789473684211,0.26842105263157895,380
xlm-roberta-base,es_ancora,PartiallyScrambled+Lemma,0.06578947368421052,0.005263157894736842,0.06842105263157895,0.3026315789473684,380
xlm-roberta-base,ru_syntagrus,FullyScrambled,0.007894736842105263,0.007894736842105263,0.12368421052631579,0.3078947368421053,380
xlm-roberta-base,ru_syntagrus,FullyScrambled+Lemma,0.010526315789473684,0.002631578947368421,0.11578947368421053,0.3263157894736842,380
xlm-roberta-base,ru_syntagrus,HeadScrambled,0.05526315789473684,0.018421052631578946,0.06315789473684211,0.18421052631578946,380
xlm-roberta-base,ru_syntagrus,Original,0.2026315789473684,0.03684210526315789,0.031578947368421054,0.08421052631578947,380
xlm-roberta-base,ru_syntagrus,Original+Lemma,0.11315789473684211,0.039473684210526314,0.06578947368421052,0.16052631578947368,380
xlm-roberta-base,ru_syntagrus,PartiallyScrambled,0.09473684210526316,0.02631578947368421,0.07368421052631578,0.23421052631578948,380
xlm-roberta-base,ru_syntagrus,PartiallyScrambled+Lemma,0.05,0.02631578947368421,0.060526315789473685,0.23684210526315788,380
xlm-roberta-base,tr_imst,FullyScrambled,0.0,0.002631578947368421,0.25526315789473686,0.3,380
xlm-roberta-base,tr_imst,FullyScrambled+Lemma,0.0,0.002631578947368421,0.20526315789473684,0.26842105263157895,380
xlm-roberta-base,tr_imst,HeadScrambled,0.013157894736842105,0.010526315789473684,0.18421052631578946,0.24473684210526317,380
xlm-roberta-base,tr_imst,Original,0.039473684210526314,0.013157894736842105,0.17894736842105263,0.25,380
xlm-roberta-base,tr_imst,Original+Lemma,0.02368421052631579,0.013157894736842105,0.25,0.33157894736842103,380
xlm-roberta-base,tr_imst,PartiallyScrambled,0.005263157894736842,0.005263157894736842,0.23684210526315788,0.27631578947368424,380
xlm-roberta-base,tr_imst,PartiallyScrambled+Lemma,0.002631578947368421,0.005263157894736842,0.23157894736842105,0.2894736842105263,380
xlm-roberta-base,zh_gsd,FullyScrambled,0.0,0.02894736842105263,0.013157894736842105,0.007894736842105263,380
xlm-roberta-base,zh_gsd,FullyScrambled+Lemma,0.0,0.02368421052631579,0.010526315789473684,0.007894736842105263,380
xlm-roberta-base,zh_gsd,HeadScrambled,0.013157894736842105,0.08947368421052632,0.007894736842105263,0.0,380
xlm-roberta-base,zh_gsd,Original,0.039473684210526314,0.19736842105263158,0.0,0.0,380
xlm-roberta-base,zh_gsd,Original+Lemma,0.03684210526315789,0.1868421052631579,0.0,0.0,380
xlm-roberta-base,zh_gsd,PartiallyScrambled,0.015789473684210527,0.09210526315789473,0.015789473684210527,0.013157894736842105,380
xlm-roberta-base,zh_gsd,PartiallyScrambled+Lemma,0.013157894736842105,0.08421052631578947,0.013157894736842105,0.007894736842105263,380
